order_id,customer_id,product_id,quantity,amount,order_date,updated_at
226,56,7,1,251.21,2026-01-24,2026-01-24
227,8,38,3,736.23,2026-05-23,2026-05-23
228,16,27,5,864.45,2026-06-21,2026-06-21
229,93,4,3,790.05,2026-04-19,2026-04-19
230,14,37,3,552.36,2026-04-01,2026-04-01
231,62,15,5,358.45,2026-06-18,2026-06-18
232,48,8,1,111.53,2026-05-23,2026-05-23
233,72,50,3,529.47,2026-04-20,2026-04-20
234,72,2,5,939.7,2026-06-14,2026-06-14
235,35,2,5,1397.15,2026-06-27,2026-06-27
236,44,23,2,178.5,2026-03-21,2026-03-21
237,73,43,1,62.61,2026-02-06,2026-02-06
238,4,6,4,120.72,2026-06-12,2026-06-12
239,59,22,5,361.95,2026-04-18,2026-04-18
240,100,37,2,234.64,2026-03-25,2026-03-25
241,20,11,5,173.2,2026-01-14,2026-01-14
242,35,29,5,122.15,2026-01-21,2026-01-21
243,54,18,4,603.36,2026-04-24,2026-04-24
244,45,28,2,457.86,2026-01-30,2026-01-30
245,76,32,1,92.14,2026-06-23,2026-06-23
246,29,26,5,1017.35,2026-01-12,2026-01-12
247,39,14,5,129.45,2026-02-22,2026-02-22
248,42,8,2,463.22,2026-03-16,2026-03-16
249,23,9,1,154.24,2026-04-21,2026-04-21
250,65,36,4,657.8,2026-02-28,2026-02-28
251,56,2,3,92.7,2026-01-11,2026-01-11
252,74,28,4,1108.56,2026-03-22,2026-03-22
253,54,19,5,636.4,2026-06-13,2026-06-13
254,22,40,1,127.46,2026-03-25,2026-03-25
255,12,28,4,1005.16,2026-04-03,2026-04-03
256,52,34,1,80.56,2026-05-31,2026-05-31
257,96,22,1,124.77,2026-03-21,2026-03-21
258,10,33,2,213.18,2026-02-13,2026-02-13
259,100,23,1,163.88,2026-02-19,2026-02-19
260,19,16,3,662.82,2026-06-15,2026-06-15
261,23,39,1,52.47,2026-02-20,2026-02-20
262,10,12,2,460.92,2026-06-17,2026-06-17
263,98,38,4,578.2,2026-05-25,2026-05-25
264,83,41,4,830.12,2026-05-25,2026-05-25
265,41,10,5,518.65,2026-06-10,2026-06-10
266,81,20,4,119.2,2026-04-24,2026-04-24
267,65,5,3,544.53,2026-04-01,2026-04-01
268,8,24,3,431.73,2026-01-10,2026-01-10
269,79,39,3,96.75,2026-01-24,2026-01-24
270,71,48,5,607.5,2026-05-29,2026-05-29
271,84,13,1,140.42,2026-05-27,2026-05-27
272,20,4,3,556.35,2026-05-09,2026-05-09
273,92,6,4,160.08,2026-03-29,2026-03-29
274,32,46,5,986.9,2026-01-11,2026-01-11
275,67,40,4,1189.56,2026-05-15,2026-05-15
276,50,27,2,231.06,2026-03-14,2026-03-14
277,81,42,3,620.64,2026-01-14,2026-01-14
278,72,44,3,87.33,2026-01-25,2026-01-25
279,78,10,4,369.6,2026-06-18,2026-06-18
280,19,23,3,100.92,2026-06-19,2026-06-19
281,85,26,3,871.89,2026-06-28,2026-06-28
282,40,36,2,365.12,2026-01-22,2026-01-22
283,17,43,4,786.44,2026-03-26,2026-03-26
284,55,33,5,185.5,2026-06-21,2026-06-21
285,24,14,3,45.87,2026-03-21,2026-03-21
286,25,15,3,854.46,2026-05-05,2026-05-05
287,13,33,2,109.86,2026-03-17,2026-03-17
288,5,43,5,1260.9,2026-05-15,2026-05-15
289,17,39,3,792.45,2026-06-08,2026-06-08
290,89,50,4,218.92,2026-02-16,2026-02-16
291,93,29,5,1223.1,2026-02-12,2026-02-12
292,93,16,1,129.15,2026-06-23,2026-06-23
293,30,35,4,748.28,2026-04-25,2026-04-25
294,25,24,2,199.5,2026-05-01,2026-05-01
295,99,19,5,1477.45,2026-04-29,2026-04-29
296,21,13,4,623.36,2026-04-18,2026-04-18
297,7,42,5,250.7,2026-03-06,2026-03-06
298,14,46,4,1053.96,2026-05-22,2026-05-22
299,11,49,5,1284.2,2026-03-14,2026-03-14
300,19,28,2,178.22,2026-05-12,2026-05-12
301,58,23,1,284.46,2026-02-26,2026-02-26
302,65,24,1,130.32,2026-04-12,2026-04-12
303,48,15,2,243.98,2026-01-21,2026-01-21
304,92,42,1,102.42,2026-01-26,2026-01-26
305,5,19,3,718.5,2026-02-05,2026-02-05
306,98,46,4,847.44,2026-02-05,2026-02-05
307,11,2,4,560.36,2026-01-02,2026-01-02
308,71,47,3,217.62,2026-02-08,2026-02-08
309,100,19,5,815.25,2026-01-29,2026-01-29
310,31,27,2,194.66,2026-01-13,2026-01-13
311,64,39,5,712.8,2026-01-29,2026-01-29
312,74,16,5,73.85,2026-05-12,2026-05-12
313,79,23,2,188.94,2026-01-01,2026-01-01
314,86,43,2,350.98,2026-02-17,2026-02-17
315,9,34,1,161.81,2026-04-03,2026-04-03
316,71,2,5,785.65,2026-05-10,2026-05-10
317,82,25,4,1053.08,2026-01-12,2026-01-12
318,46,5,3,250.68,2026-01-05,2026-01-05
319,81,7,3,239.79,2026-06-18,2026-06-18
320,18,3,5,1116.0,2026-03-27,2026-03-27
321,23,50,3,505.02,2026-06-14,2026-06-14
322,81,12,4,1177.76,2026-05-03,2026-05-03
323,5,19,2,56.6,2026-04-28,2026-04-28
324,6,21,2,45.4,2026-02-21,2026-02-21
325,61,17,3,478.38,2026-05-20,2026-05-20
326,37,23,1,228.45,2026-02-18,2026-02-18
327,35,8,1,261.08,2026-03-26,2026-03-26
328,96,29,3,410.16,2026-04-13,2026-04-13
329,64,45,4,433.28,2026-02-17,2026-02-17
330,35,6,4,466.12,2026-05-13,2026-05-13
331,24,35,4,131.56,2026-06-04,2026-06-04
332,42,43,3,309.45,2026-01-21,2026-01-21
333,92,28,3,296.64,2026-06-04,2026-06-04
334,58,3,2,420.06,2026-03-31,2026-03-31
335,36,41,3,564.93,2026-04-22,2026-04-22
336,52,24,1,31.76,2026-06-13,2026-06-13
337,21,2,5,1211.6,2026-06-23,2026-06-23
338,57,3,2,512.22,2026-06-23,2026-06-23
339,47,24,2,59.0,2026-06-15,2026-06-15
340,78,10,4,1141.4,2026-01-09,2026-01-09
341,57,49,4,1140.64,2026-04-06,2026-04-06
342,47,26,1,176.44,2026-05-16,2026-05-16
343,15,2,3,595.11,2026-03-05,2026-03-05
344,72,8,2,309.44,2026-04-10,2026-04-10
345,58,14,3,704.22,2026-06-30,2026-06-30
346,26,8,5,464.1,2026-05-06,2026-05-06
347,23,46,2,514.64,2026-04-26,2026-04-26
348,41,43,4,1196.84,2026-06-24,2026-06-24
349,70,19,3,647.31,2026-05-21,2026-05-21
350,82,12,3,770.67,2026-06-29,2026-06-29
351,26,9,3,472.62,2026-02-01,2026-02-01
352,47,36,2,478.42,2026-01-07,2026-01-07
353,17,40,5,584.9,2026-05-22,2026-05-22
354,92,47,1,29.07,2026-04-12,2026-04-12
355,74,5,4,649.8,2026-04-15,2026-04-15
356,10,29,2,583.98,2026-06-14,2026-06-14
357,17,50,4,828.92,2026-03-30,2026-03-30
358,99,9,5,977.7,2026-02-16,2026-02-16
359,16,34,4,623.32,2026-01-15,2026-01-15
360,42,46,2,196.4,2026-02-11,2026-02-11
361,37,6,2,220.7,2026-05-13,2026-05-13
362,36,9,3,200.79,2026-05-22,2026-05-22
363,65,42,3,564.54,2026-01-24,2026-01-24
364,20,11,2,363.24,2026-05-29,2026-05-29
365,44,37,5,1094.9,2026-06-04,2026-06-04
366,11,3,1,249.32,2026-01-08,2026-01-08
367,99,37,5,433.75,2026-02-23,2026-02-23
368,64,41,4,757.0,2026-01-08,2026-01-08
369,62,16,5,470.0,2026-03-19,2026-03-19
370,89,4,4,385.04,2026-01-19,2026-01-19
371,60,14,2,274.98,2026-05-04,2026-05-04
372,92,21,3,557.79,2026-03-22,2026-03-22
373,98,24,3,878.58,2026-02-03,2026-02-03
374,31,30,5,864.4,2026-03-23,2026-03-23
375,19,7,1,87.57,2026-03-05,2026-03-05
376,79,27,1,94.16,2026-04-09,2026-04-09
377,42,37,2,578.36,2026-02-10,2026-02-10
378,64,33,3,195.15,2026-02-10,2026-02-10
379,64,2,4,618.56,2026-03-20,2026-03-20
380,59,16,1,284.12,2026-05-10,2026-05-10
381,7,19,2,358.34,2026-01-13,2026-01-13
382,87,31,4,733.12,2026-06-17,2026-06-17
383,56,9,3,496.92,2026-01-28,2026-01-28
384,47,3,3,662.94,2026-04-14,2026-04-14
385,25,24,4,99.36,2026-05-24,2026-05-24
386,65,29,5,468.45,2026-04-09,2026-04-09
387,88,40,5,455.6,2026-06-09,2026-06-09
388,51,24,1,47.31,2026-01-25,2026-01-25
389,97,10,3,515.31,2026-04-04,2026-04-04
390,65,3,2,369.42,2026-04-13,2026-04-13
391,61,34,1,21.29,2026-03-27,2026-03-27
392,18,21,4,212.76,2026-05-12,2026-05-12
393,79,48,5,511.85,2026-04-11,2026-04-11
394,66,35,3,546.54,2026-05-10,2026-05-10
395,61,2,4,862.12,2026-03-18,2026-03-18
396,54,38,3,318.18,2026-01-29,2026-01-29
397,81,2,3,723.18,2026-06-26,2026-06-26
398,100,38,5,738.15,2026-06-17,2026-06-17
399,75,31,5,379.95,2026-01-14,2026-01-14
400,100,25,2,324.06,2026-06-08,2026-06-08
401,5,37,2,496.56,2026-03-04,2026-03-04
402,41,27,1,65.33,2026-04-23,2026-04-23
403,53,33,2,259.52,2026-02-22,2026-02-22
404,91,9,5,1384.75,2026-01-16,2026-01-16
405,85,31,5,350.65,2026-03-25,2026-03-25
406,59,35,5,596.4,2026-02-14,2026-02-14
407,99,47,3,505.26,2026-06-23,2026-06-23
408,32,18,3,560.76,2026-02-19,2026-02-19
409,99,19,5,482.8,2026-03-18,2026-03-18
410,41,31,2,420.34,2026-05-06,2026-05-06
411,37,8,3,517.62,2026-03-12,2026-03-12
412,51,23,5,1031.1,2026-04-08,2026-04-08
413,92,6,2,188.46,2026-03-15,2026-03-15
414,33,48,3,833.88,2026-06-17,2026-06-17
415,35,36,4,288.24,2026-05-18,2026-05-18
416,95,38,3,149.43,2026-06-07,2026-06-07
417,68,15,2,160.62,2026-06-21,2026-06-21
418,43,46,2,50.44,2026-04-16,2026-04-16
419,1,36,4,156.64,2026-02-05,2026-02-05
420,62,42,2,256.0,2026-05-02,2026-05-02
421,42,19,2,458.42,2026-03-15,2026-03-15
422,84,37,1,273.3,2026-01-23,2026-01-23
423,23,27,2,330.38,2026-01-10,2026-01-10
424,51,32,2,561.68,2026-01-10,2026-01-10
425,5,1,2,563.24,2026-03-16,2026-03-16
426,43,19,3,524.13,2026-01-28,2026-01-28
427,68,32,4,1187.36,2026-05-20,2026-05-20
428,35,13,2,513.62,2026-04-30,2026-04-30
429,83,17,1,105.9,2026-04-28,2026-04-28
430,38,37,2,28.16,2026-03-28,2026-03-28
431,52,28,2,121.78,2026-06-13,2026-06-13
432,86,7,5,525.5,2026-04-13,2026-04-13
433,42,16,2,589.38,2026-05-03,2026-05-03
434,58,49,1,85.63,2026-03-02,2026-03-02
435,75,47,3,860.01,2026-03-19,2026-03-19
436,47,45,5,66.6,2026-06-17,2026-06-17
437,60,20,2,56.04,2026-01-31,2026-01-31
438,91,50,2,255.14,2026-05-09,2026-05-09
439,38,24,3,630.54,2026-06-13,2026-06-13
440,62,10,5,370.25,2026-02-04,2026-02-04
441,48,27,4,907.36,2026-06-05,2026-06-05
442,86,14,5,1373.55,2026-05-18,2026-05-18
443,11,34,2,414.6,2026-06-02,2026-06-02
444,10,37,4,652.68,2026-04-03,2026-04-03
445,65,13,1,27.91,2026-05-21,2026-05-21
446,42,34,5,828.15,2026-02-12,2026-02-12
447,92,38,4,174.84,2026-02-22,2026-02-22
448,58,4,4,145.48,2026-05-11,2026-05-11
449,59,37,4,193.04,2026-04-17,2026-04-17
450,40,47,1,172.05,2026-06-22,2026-06-22
451,96,14,1,124.83,2026-01-01,2026-01-01
452,45,45,5,155.9,2026-04-19,2026-04-19
453,9,31,1,166.94,2026-01-16,2026-01-16
454,99,9,1,93.26,2026-02-16,2026-02-16
455,58,25,4,474.36,2026-04-08,2026-04-08
456,70,9,4,133.08,2026-06-19,2026-06-19
457,51,34,3,133.2,2026-05-18,2026-05-18
458,1,49,2,442.16,2026-02-27,2026-02-27
459,87,47,1,293.76,2026-04-29,2026-04-29
460,30,16,5,665.0,2026-04-08,2026-04-08
461,25,47,4,441.56,2026-03-12,2026-03-12
462,54,40,1,19.34,2026-06-19,2026-06-19
463,13,39,1,79.79,2026-01-18,2026-01-18
464,91,4,1,139.47,2026-06-22,2026-06-22
465,57,15,2,449.52,2026-04-13,2026-04-13
466,18,33,5,365.05,2026-01-15,2026-01-15
467,41,37,3,233.73,2026-05-28,2026-05-28
468,31,20,5,1170.2,2026-03-24,2026-03-24
469,29,27,2,591.7,2026-05-14,2026-05-14
470,76,48,3,269.37,2026-05-23,2026-05-23
471,72,32,2,383.08,2026-04-20,2026-04-20
472,86,25,1,291.96,2026-06-14,2026-06-14
473,53,10,5,512.15,2026-04-17,2026-04-17
474,61,16,3,357.51,2026-05-18,2026-05-18
475,60,4,2,194.42,2026-02-06,2026-02-06
476,72,34,5,648.4,2026-04-17,2026-04-17
477,27,22,2,245.28,2026-03-07,2026-03-07
478,12,35,1,277.45,2026-04-05,2026-04-05
479,87,39,2,49.9,2026-04-07,2026-04-07
480,25,49,5,107.35,2026-01-19,2026-01-19
481,28,31,5,1100.25,2026-05-24,2026-05-24
482,39,1,2,524.3,2026-03-27,2026-03-27
483,96,49,2,563.56,2026-01-31,2026-01-31
484,78,46,4,1100.76,2026-06-28,2026-06-28
485,71,21,2,250.04,2026-03-03,2026-03-03
486,84,23,3,361.17,2026-05-17,2026-05-17
487,64,30,3,257.55,2026-05-12,2026-05-12
488,98,21,1,242.82,2026-05-01,2026-05-01
489,6,37,2,235.0,2026-04-16,2026-04-16
490,34,36,2,449.92,2026-01-05,2026-01-05
491,38,10,5,889.75,2026-04-17,2026-04-17
492,73,16,2,211.32,2026-04-08,2026-04-08
493,44,17,4,678.76,2026-06-25,2026-06-25
494,95,32,4,1161.16,2026-06-14,2026-06-14
495,22,9,4,235.16,2026-04-01,2026-04-01
496,83,4,5,758.05,2026-05-19,2026-05-19
497,86,4,5,99.05,2026-01-20,2026-01-20
498,30,5,1,129.59,2026-06-11,2026-06-11
499,59,24,2,25.3,2026-05-10,2026-05-10
500,79,31,1,189.17,2026-06-20,2026-06-20
501,71,27,4,58.24,2026-05-17,2026-05-17
502,69,19,1,14.85,2026-03-12,2026-03-12
503,87,28,1,155.64,2026-06-28,2026-06-28
504,68,10,2,82.06,2026-01-25,2026-01-25
505,33,23,2,131.32,2026-05-15,2026-05-15
506,48,26,3,721.59,2026-01-21,2026-01-21
507,29,20,4,695.4,2026-06-28,2026-06-28
508,98,3,1,199.58,2026-06-16,2026-06-16
509,71,31,1,127.53,2026-04-07,2026-04-07
510,22,6,1,194.66,2026-06-29,2026-06-29
511,43,37,4,1020.6,2026-06-15,2026-06-15
512,30,14,1,269.49,2026-01-11,2026-01-11
513,10,44,5,739.5,2026-01-12,2026-01-12
514,85,3,3,812.4,2026-05-25,2026-05-25
515,3,14,2,558.68,2026-03-22,2026-03-22
516,10,20,5,259.1,2026-04-12,2026-04-12
517,50,44,2,347.1,2026-05-26,2026-05-26
518,89,47,5,531.0,2026-02-05,2026-02-05
519,7,7,1,155.23,2026-03-30,2026-03-30
520,44,39,4,309.28,2026-01-20,2026-01-20
521,100,21,5,1434.55,2026-04-12,2026-04-12
522,63,15,1,193.9,2026-04-26,2026-04-26
523,56,12,3,511.14,2026-04-07,2026-04-07
524,99,40,5,1007.95,2026-01-22,2026-01-22
525,11,18,3,724.32,2026-01-19,2026-01-19
526,20,48,2,240.4,2026-06-12,2026-06-12
527,12,1,4,407.36,2026-01-28,2026-01-28
528,14,9,3,416.91,2026-03-11,2026-03-11
529,72,36,1,64.34,2026-04-25,2026-04-25
530,12,23,5,641.65,2026-01-07,2026-01-07
531,42,25,5,184.95,2026-06-03,2026-06-03
532,100,6,1,94.64,2026-04-10,2026-04-10
533,74,34,5,1362.55,2026-03-04,2026-03-04
